10.80.0.38,vs_origin-reservations.travelclick.com_443,profile_wildcard_travelclick.com_exp_04_03_2020_RestrictedCiphers_NO_RC4_NO_3DES,profile_wildcard.travelclick.com_exp_09_06_2020_RestrictCiphers_NoRC4_No3DES
10.80.0.38,vs_origin-console.travelclick.com_443,profile_wildcard_travelclick.com_exp_04_03_2020_NoCipherRestrictions,profile_wildcard.travelclick.com_exp_09_06_2020
10.80.0.38,vs_pricing.ihotelier.com_443,profile_wildcard.ihotelier.com_RestrictCiphers_WithoutRC4_NewSSLCert,profile_wildcard.ihotelier.com_exp_09_06_2020_RestrictCiphers_WithoutRC4
10.80.0.38,vs_tcns-sched.travelclick.com_443,profile_wildcard_travelclick.com_exp_04_03_2020_NoCipherRestrictions,profile_wildcard.travelclick.com_exp_09_06_2020
10.80.0.38,vs_notifications.travelclick.com_443,profile_wildcard_travelclick.com_exp_04_03_2020_NoCipherRestrictions,profile_wildcard.travelclick.com_exp_09_06_2020
10.80.0.38,vs_tcns-disc.travelclick.com_443,profile_wildcard_travelclick.com_exp_04_03_2020_NoCipherRestrictions,profile_wildcard.travelclick.com_exp_09_06_2020
10.80.0.38,vs_api-ihos.ihotelier.com_443,profile_wildcard.ihotelier.com_NewSSLCert_NO_RC4_NO_3DES,profile_wildcard.ihotelier.com_exp_09_06_2020_NO_RC4_NO_3DES
10.80.0.38,vs_ota2.ihotelier.com_443,profile_wildcard.ihotelier.com_NewSSLCert_NO_RC4_NO_3DES_No_Tls1.0,profile_wildcard.ihotelier.com_exp_09_06_2020_NO_RC4_NO_3DES_No_Tls1.0
10.80.0.38,vs_ihservice-mgmtapi_443,profile_wildcard_travelclick.com_exp_04_03_2020_RestrictedCiphers_NO_RC4_NO_3DES,profile_wildcard.travelclick.com_exp_09_06_2020_RestrictCiphers_NoRC4_No3DES
10.80.0.38,vs_portal3.travelclick.com_443,profile_wildcard_travelclick.com_exp_04_03_2020_RestrictedCiphers_NO_RC4_NO_3DES,profile_wildcard.travelclick.com_exp_09_06_2020_RestrictCiphers_NoRC4_No3DES
10.80.0.38,vs_dup_admin.ihotelier.com_443,profile_wildcard.ihotelier.com_RestrictCiphers_WithoutRC4_NewSSLCert,profile_wildcard.ihotelier.com_exp_09_06_2020_RestrictCiphers_WithoutRC4
10.80.0.38,vs_ihelastic.travelclick.com_443,profile_wildcard_travelclick.com_exp_04_03_2020_RestrictedCiphers_NO_RC4_NO_3DES,profile_wildcard.travelclick.com_exp_09_06_2020_RestrictCiphers_NoRC4_No3DES
10.80.0.38,vs_api-hotelstatic.ihotelier.com,profile_wildcard.ihotelier.com_RestrictCiphers_WithoutRC4_NewSSLCert_No_Tls1.0,profile_wildcard.ihotelier.com_exp_09_06_2020_RestrictCiphers_WithoutRC4_No_Tls1.0
10.80.0.38,vs_config.travelclick.com_443,profile_wildcard_travelclick.com_exp_04_03_2020_NoCipherRestrictions,profile_wildcard.travelclick.com_exp_09_06_2020
10.80.0.38,vs_connectlegacy.ihotelier.com_443,profile_wildcard.ihotelier.com_RestrictCiphers_WithoutRC4_NewSSLCert,profile_wildcard.ihotelier.com_exp_09_06_2020_RestrictCiphers_WithoutRC4
10.80.0.38,vs_gap-api.ihotelier.com_443,profile_wildcard.ihotelier.com_RestrictCiphers_WithoutRC4_NewSSLCert,profile_wildcard.ihotelier.com_exp_09_06_2020_RestrictCiphers_WithoutRC4
10.80.0.38,vs_imanager.ihotelier.com_443,profile_wildcard.ihotelier.com_RestrictCiphers_WithoutRC4_NewSSLCert_No_Tls1.0,profile_wildcard.ihotelier.com_exp_09_06_2020_RestrictCiphers_WithoutRC4_No_Tls1.0
10.80.0.38,vs_tokenization_443,profile_travelclick_wildcard,profile_wildcard.travelclick.com_exp_09_06_2020_RestrictCiphers_NoRC4
10.80.0.38,vs_callcenter15.ihotelier.com_443,profile_wildcard.ihotelier.com_NewSSLCert_NO_RC4_NO_3DES_No_Tls1.0,profile_wildcard.ihotelier.com_exp_09_06_2020_NO_RC4_NO_3DES_No_Tls1.0
10.80.0.38,vs_api-pmsc.travelclick.com_443,profile_wildcard_travelclick.com_exp_04_03_2020_RestrictedCiphers_NO_RC4_NO_3DES,profile_wildcard.travelclick.com_exp_09_06_2020_RestrictCiphers_NoRC4_No3DES
10.80.0.38,vs_console.ihotelier.com_443,profile_wildcard.ihotelier.com_RestrictCiphers_WithoutRC4_NewSSLCert,profile_wildcard.ihotelier.com_exp_09_06_2020_RestrictCiphers_WithoutRC4
10.80.0.38,vs_corpaccmgmt.travelclick.com_443,profile_wildcard_travelclick.com_exp_04_03_2020,profile_wildcard.travelclick.com_exp_09_06_2020_RestrictCiphers_NoRC4
10.80.0.38,vs_c2cconsole.ihotelier.com_443,profile_wildcard.ihotelier.com_RestrictCiphers_WithoutRC4_NewSSLCert,profile_wildcard.ihotelier.com_exp_09_06_2020_RestrictCiphers_WithoutRC4
10.80.0.38,vs_connect.ihotelier.com_443,profile_wildcard.ihotelier.com_RestrictCiphers_WithoutRC4_NewSSLCert_No_Tls1.0,profile_wildcard.ihotelier.com_exp_09_06_2020_RestrictCiphers_WithoutRC4_No_Tls1.0
10.80.0.38,vs_cosmoscraper.ihotelier.com_443,profile_wildcard.ihotelier.com_RestrictCiphers_WithoutRC4_NewSSLCert,profile_wildcard.ihotelier.com_exp_09_06_2020_RestrictCiphers_WithoutRC4
10.80.0.38,vs_payments-ingenico.travelclick.com_443,profile_wildcard_travelclick.com_exp_04_03_2020_RestrictedCiphers_NO_RC4_NO_3DES,profile_wildcard.travelclick.com_exp_09_06_2020_RestrictCiphers_NoRC4_No3DES
10.80.0.38,vs_origin-search.travelclick.com_443,profile_wildcard_travelclick.com_exp_04_03_2020_RestrictedCiphers_NO_RC4_NO_3DES,profile_wildcard.travelclick.com_exp_09_06_2020_RestrictCiphers_NoRC4_No3DES
10.80.0.38,vs_tde.travelclick.com_443,profile_wildcard_travelclick.com_exp_04_03_2020_NoCipherRestrictions,profile_wildcard.travelclick.com_exp_09_06_2020
10.80.0.38,vs_ops.travelclick.com_443,profile_wildcard_travelclick.com_exp_04_03_2020,profile_wildcard.travelclick.com_exp_09_06_2020_RestrictCiphers_NoRC4
10.80.0.38,vs_ihonboardingapi.travelclick.com_443,profile_wildcard_travelclick.com_exp_04_03_2020_RestrictedCiphers_NO_RC4_NO_3DES,profile_wildcard.travelclick.com_exp_09_06_2020_RestrictCiphers_NoRC4_No3DES
10.80.0.38,vs_connect-cert.ihotelier.com_443,profile_wildcard.ihotelier.com_RestrictCiphers_WithoutRC4_NewSSLCert,profile_wildcard.ihotelier.com_exp_09_06_2020_RestrictCiphers_WithoutRC4
10.80.0.38,vs_payments-ogone.travelclick.com_443,profile_wildcard_travelclick.com_exp_04_03_2020,profile_wildcard.travelclick.com_exp_09_06_2020_RestrictCiphers_NoRC4
10.80.0.38,vs_payments-reddot.travelclick.com_443,profile_wildcard_travelclick.com_exp_04_03_2020_RestrictedCiphers_NO_RC4_NO_3DES,profile_wildcard.travelclick.com_exp_09_06_2020_RestrictCiphers_NoRC4_No3DES
10.80.0.38,vs_connect_tls.ihotelier.com_443,profile_wildcard.ihotelier.com_RestrictCiphers_WithoutRC4_NewSSLCert,profile_wildcard.ihotelier.com_exp_09_06_2020_RestrictCiphers_WithoutRC4
10.80.0.38,vs_ota2_tls.ihotelier.com_443,profile_wildcard.ihotelier.com_RestrictCiphers_WithoutRC4_NewSSLCert,profile_wildcard.ihotelier.com_exp_09_06_2020_RestrictCiphers_WithoutRC4
10.80.0.38,vs_ipayments-post-sale-feedbackAPI-443,profile_wildcard_travelclick.com_exp_04_03_2020_RestrictedCiphers_NO_RC4_NO_3DES,profile_wildcard.travelclick.com_exp_09_06_2020_RestrictCiphers_NoRC4_No3DES
10.80.0.38,vs_imanager-ebs.ihotelier.com_443,profile_imanager-ebs.ihotelier.com,profile_wildcard.ihotelier.com_exp_09_06_2020_RestrictCiphers_WithoutRC4
