VS Name, VS IP address, Total Connections
vs_js-test.travelclick.net_22,10.30.72.177:ssh,440
vs_js-test.travelclick.net_80,10.30.72.177:http,1455
vs_js-test.travelclick.net_443,10.30.72.177:https,11854
vs_js-test.travelclick.net_7990,10.30.72.177:7990,9771
vs_js-test.travelclick.net_7999,10.30.72.177:irdmi2,262
vs_k8s-gain-d1-nginx-ingress_80,10.30.72.38:http,2075
vs_kapowmc-d1.travelclick.com,10.30.72.49:webcache,1874
vs_kapowmc-s1.travelclick.com,10.30.72.247:any,20
vs_kapowmc-t1.travelclick.com,10.30.72.238:any,27649
vs_lalit.travelclick.com_80,10.30.72.119:http,16532
vs_lalit.travelclick.com_443,10.30.72.119:https,16785
vs_m-p1.ihotelier.com_80,10.30.72.24:http,2313482
vs_m-p1.ihotelier.com_443,10.30.72.24:https,1414364
vs_m-perf.ihotelier.com_80,10.30.72.8:http,2502723
vs_m-perf.ihotelier.com_443,10.30.72.8:https,1422015
vs_media-stage.travelclick.com_80,10.30.72.168:http,1633662
vs_mobile-p1.ihotelier.com_80,10.30.72.23:http,0
vs_mobile-p1.ihotelier.com_443,10.30.72.23:https,1453
vs_mta.gain.tcprod.local,10.30.72.167:smtp,1614
vs_new-htb-staging-preprod.travelclickhosting.com,10.30.72.104:http,1563176
vs_new-htb-staging-preprod.travelclickhosting.com_443,10.30.72.104:https,1439311
vs_notifications-p1.travelclick.com_80,10.30.72.224:http,1475846
vs_notifications-p1.travelclick.com_443,10.30.72.224:https,1567738
vs_obimobiledev.travelclick.com_80,10.30.72.48:http,1678949
vs_obimobiledev.travelclick.com_443,10.30.72.48:https,1430884
vs_online-tool-test,10.30.72.252:https,811
vs_origin-api-gain-internal-tx_80,10.30.72.231:http,1674005
vs_origin-api-gain-tx,10.30.72.231:https,13782594
vs_origin-api-test.travelclick.com_80,10.30.72.99:http,3936835
vs_origin-api-test.travelclick.com_443,10.30.72.99:https,3206298
vs_origin-portal-l1.travelclick.com,10.30.72.145:https,192453
vs_origin-portal-l1.travelclick.com_80,10.30.72.145:http,15002
vs_origin-search-p1.travelclick.com_80,10.30.72.84:http,14152
vs_origin-search-p1.travelclick.com_443,10.30.72.84:https,108228
vs_origin-search-perf.travelclick.com,10.30.72.75:https,1424929
vs_origin-search-perf.travelclick.com_80,10.30.72.75:http,1597735
vs_origin-static-gain-tx.travelclick.com_80,10.30.72.217:http,1485299
vs_origin-static-gain-tx.travelclick.com_443,10.30.72.217:https,1588595
vs_orion.travelclick.net_80,10.30.72.10:http,13980
vs_orion.travelclick.net_443,10.30.72.10:https,11494
vs_ota2-l1.ihotelier.com_443,10.30.73.59:https,301016
vs_ota2-p1.ihotelier.com_80,10.30.72.112:http,1936950
vs_ota2-p1.ihotelier.com_443,10.30.72.112:https,1463571
vs_ota2-perf.ihotelier.com_80,10.30.72.15:http,1591471
vs_ota2-perf.ihotelier.com_443,10.30.72.15:https,1958975
vs_ota-p1.ihotelier.com_80,10.30.72.111:http,0
vs_ota-p1.ihotelier.com_443,10.30.72.111:https,0
vs_ota-perf.ihotelier.com_80,10.30.72.3:http,7576
